Fix1 Fix2 Rndm_FY Rndm_PE Rndm_Animal Phenotype_Circular Phenotype_Continuous
1 1 57 297 12589 4.610 4.610
2 5 53 297 12589 0.172 0.172
1 1 64 298 6050 1.732 8.015
1 4 52 298 6050 0.932 0.932
2 5 80 298 6050 1.769 1.769
3 4 86 298 6050 3.154 3.154
4 4 75 298 6050 4.295 4.295
1 2 67 299 12587 3.123 3.123
2 4 50 299 12587 2.107 2.107
2 2 66 300 12586 0.199 6.483
2 3 53 300 12586 4.873 4.873
3 5 54 300 12586 2.720 2.720
4 3 55 300 12586 1.617 1.617
2 2 73 301 6049 3.597 3.597
2 3 74 301 6049 1.620 1.620
1 1 52 302 12585 4.792 4.792
2 5 80 302 12585 4.579 4.579
4 2 94 303 3670 3.099 3.099
6 5 71 303 3670 0.776 0.776
6 5 65 303 3670 3.250 3.250
1 1 52 304 12584 4.661 4.661
2 5 80 304 12584 3.936 3.936
1 2 57 305 12583 4.733 4.733
1 1 89 306 3669 5.543 5.543
1 3 65 306 3669 1.882 1.882
2 5 80 306 3669 4.327 4.327
3 3 74 306 3669 1.382 1.382
4 4 75 306 3669 5.299 5.299
5 3 76 306 3669 0.938 0.938
5 4 77 306 3669 3.757 3.757
1 2 57 307 6048 6.206 6.206
2 4 66 307 6048 6.146 6.146
2 3 53 307 6048 5.671 5.671
3 5 59 307 6048 6.152 6.152
4 4 60 307 6048 4.349 4.349
5 3 61 307 6048 0.709 6.992
1 2 67 308 12582 1.108 1.108
2 4 50 308 12582 0.298 0.298
4 2 71 309 12581 3.459 3.459
1 2 67 310 12580 4.611 -1.673
2 4 50 310 12580 5.559 -0.724
4 5 78 310 12580 4.710 -1.573
1 2 57 311 6047 3.765 3.765
3 5 53 311 6047 3.015 3.015
4 5 59 311 6047 3.845 3.845
5 4 60 311 6047 2.390 2.390
1 1 55 312 12579 3.436 3.436
1 3 61 312 12579 0.933 0.933
2 4 85 312 12579 1.403 1.403
1 1 60 313 12578 3.965 3.965
1 2 68 314 12577 1.282 1.282
3 2 61 315 12576 2.978 2.978
1 1 55 316 6046 0.947 7.231
1 3 61 316 6046 5.048 5.048
3 5 49 316 6046 2.485 2.485
3 2 70 317 6045 0.755 0.755
4 4 71 317 6045 3.169 3.169
4 4 62 317 6045 3.855 3.855
5 4 63 317 6045 3.822 3.822
5 3 64 317 6045 2.543 2.543
6 4 52 317 6045 2.984 2.984
3 2 96 318 12575 5.322 5.322
3 2 97 319 12574 5.314 5.314
4 4 98 319 12574 2.860 2.860
3 2 96 320 12573 2.936 2.936
4 2 98 321 12572 1.628 1.628
1 2 99 322 12571 2.781 2.781
4 5 100 322 12571 1.793 1.793
5 2 96 323 12570 4.010 4.010
3 2 96 324 12569 0.414 6.698
4 4 98 324 12569 2.130 2.130
3 2 97 325 12568 3.532 -2.751
3 2 96 326 12567 1.718 1.718
1 2 101 327 12566 1.747 1.747
4 5 100 327 12566 2.876 2.876
3 2 96 328 12565 3.625 3.625
3 2 96 329 12564 3.133 3.133
3 2 96 330 12563 4.386 4.386
4 2 102 331 12562 0.945 0.945
1 2 99 332 12561 5.809 5.809
4 5 102 332 12561 5.393 5.393
3 2 99 333 12560 2.108 2.108
4 5 97 333 12560 3.749 3.749
3 2 96 334 12559 2.111 2.111
4 2 97 335 12558 4.513 4.513
3 2 96 336 12557 2.330 2.330
5 2 98 337 12556 1.535 1.535
3 2 96 338 12555 2.643 2.643
5 2 96 339 12554 2.778 2.778
3 2 97 340 12553 3.806 3.806
3 2 96 341 12552 5.588 5.588
3 2 96 342 12551 2.311 2.311
3 2 96 343 12550 2.551 2.551
5 2 98 344 12549 3.148 3.148
3 2 96 345 12548 0.868 0.868
3 2 96 346 12547 2.612 2.612
3 2 97 347 12546 3.692 3.692
4 4 98 347 12546 4.008 4.008
5 2 98 348 12545 2.776 2.776
3 2 96 349 12544 3.031 3.031
5 2 97 350 12543 3.238 3.238
5 2 97 351 12542 3.363 3.363
3 2 96 352 12541 4.624 4.624
4 2 100 353 12540 4.384 4.384
3 2 97 354 12539 2.883 2.883
3 2 96 355 12538 1.360 1.360
3 2 97 356 12537 5.696 -0.588
5 2 97 357 12536 0.983 0.983
6 5 102 357 12536 2.591 2.591
5 2 98 358 12535 4.784 4.784
3 2 96 359 12534 2.239 2.239
4 4 98 359 12534 2.360 2.360
4 2 102 360 12533 1.414 1.414
4 2 102 361 12532 2.689 2.689
4 2 98 362 12531 0.216 6.499
5 2 102 363 12530 3.832 3.832
2 2 102 364 12529 3.274 3.274
3 2 96 365 12528 4.325 4.325
4 2 102 366 12527 0.788 0.788
4 2 102 367 12526 1.801 1.801
2 2 99 368 12525 2.786 2.786
3 3 103 368 12525 2.805 2.805
4 5 98 368 12525 1.640 1.640
3 2 99 369 12524 2.677 2.677
3 5 97 369 12524 0.868 0.868
4 4 98 369 12524 1.110 1.110
1 2 102 370 12523 3.183 3.183
4 2 101 371 12522 1.490 1.490
4 4 96 371 12522 4.409 4.409
4 2 98 372 12521 3.392 3.392
2 2 104 373 12520 2.812 2.812
4 5 98 373 12520 4.602 4.602
4 2 102 374 12519 3.225 3.225
1 2 102 375 12518 4.832 4.832
3 2 96 376 12517 1.028 1.028
4 2 96 377 12516 3.614 3.614
4 4 98 377 12516 3.854 3.854
3 2 99 378 12515 1.663 1.663
5 5 98 378 12515 3.016 3.016
1 2 99 379 12514 6.051 6.051
2 3 103 379 12514 4.004 4.004
4 5 102 379 12514 5.773 5.773
1 2 102 380 12513 3.866 3.866
3 2 96 381 12512 4.172 4.172
5 5 102 381 12512 3.077 3.077
3 2 99 382 6044 5.664 5.664
4 3 103 382 6044 1.498 1.498
6 5 102 382 6044 3.242 3.242
4 2 98 383 12511 4.711 4.711
3 2 96 384 12510 3.165 3.165
5 5 102 384 12510 2.943 2.943
3 2 96 385 12509 6.212 6.212
4 2 99 386 12508 0.797 0.797
4 5 96 386 12508 2.691 2.691
1 2 102 387 12507 2.248 2.248
3 2 96 388 12504 3.479 3.479
2 2 98 389 12503 2.970 2.970
5 2 96 390 12502 1.929 1.929
4 2 98 391 12501 5.913 -0.370
2 2 96 392 12500 2.766 2.766
3 2 96 393 12499 4.679 4.679
2 2 98 394 12498 3.858 3.858
2 2 97 395 12497 2.679 2.679
2 2 102 396 12496 5.890 5.890
1 1 101 397 12495 5.516 5.516
2 5 102 397 12495 3.431 3.431
4 2 98 398 12494 4.567 4.567
4 2 102 399 12493 1.855 1.855
5 2 99 400 12492 2.711 2.711
5 4 96 400 12492 2.523 2.523
6 4 98 400 12492 2.348 2.348
2 2 101 401 12491 5.989 -0.294
3 4 97 401 12491 0.389 0.389
2 2 102 402 12490 5.139 5.139
4 2 102 403 12489 2.472 2.472
4 2 98 404 12487 5.371 5.371
2 2 96 405 12486 1.802 1.802
3 4 98 405 12486 5.691 5.691
3 2 97 406 12485 1.036 1.036
1 2 98 407 12484 2.141 2.141
1 2 96 408 12483 4.027 4.027
2 4 98 408 12483 3.015 3.015
4 2 102 409 12482 2.398 2.398
4 2 102 410 12481 3.839 3.839
4 2 98 411 12480 4.229 4.229
2 2 98 412 12479 5.571 5.571
3 2 96 413 12478 3.400 3.400
4 2 98 414 12477 2.332 2.332
3 2 96 415 12476 1.677 1.677
2 2 98 416 12475 2.153 2.153
1 2 96 417 12474 3.426 3.426
2 4 98 417 12474 2.719 2.719
1 2 96 418 12473 3.248 3.248
5 2 96 419 12472 1.103 1.103
1 2 102 420 12471 0.581 0.581
1 2 99 421 12470 2.448 2.448
2 3 103 421 12470 5.646 5.646
4 5 102 421 12470 4.116 4.116
4 2 102 422 12469 3.684 3.684
1 2 102 423 12468 5.611 5.611
4 2 98 424 12467 2.897 2.897
4 2 98 425 12466 2.254 2.254
3 2 96 426 12465 5.848 5.848
1 2 98 427 12464 2.716 2.716
4 2 100 428 12463 5.463 5.463
2 2 102 429 12462 2.637 2.637
4 2 102 430 12461 2.782 2.782
2 2 102 431 12459 3.446 3.446
2 2 96 432 12458 4.549 4.549
2 2 102 433 12457 3.216 3.216
1 2 96 434 12456 2.454 2.454
2 4 98 434 12456 3.017 3.017
1 2 98 435 12455 3.965 3.965
4 2 102 436 12454 4.805 4.805
4 2 102 437 12453 2.086 2.086
3 2 96 438 12449 3.815 3.815
4 4 98 438 12449 4.230 4.230
3 2 97 439 12448 2.566 2.566
4 4 98 439 12448 4.363 4.363
4 2 98 440 12447 4.866 4.866
4 2 98 441 12446 2.279 2.279
3 2 96 442 12445 2.442 2.442
1 2 102 443 12444 4.076 4.076
1 2 102 444 12443 4.975 4.975
4 2 98 445 12442 4.136 4.136
4 2 98 446 12441 5.671 5.671
4 2 97 447 12440 4.068 4.068
5 5 102 447 12440 6.179 6.179
4 2 102 448 12439 3.930 3.930
4 2 102 449 12438 6.256 6.256
4 2 98 450 12437 3.166 3.166
4 2 102 451 12436 0.621 6.904
4 2 100 452 12434 5.572 5.572
4 2 102 453 12433 3.394 3.394
4 2 102 454 12432 3.723 3.723
4 2 102 455 12431 2.654 2.654
4 2 102 456 12430 4.319 4.319
4 2 102 457 12429 3.521 3.521
1 2 102 458 12428 4.816 4.816
1 2 102 459 12427 5.665 5.665
1 2 99 460 12426 4.460 4.460
2 5 97 460 12426 3.459 3.459
4 2 102 461 12425 5.340 5.340
4 2 102 462 12424 1.979 1.979
4 2 102 463 12421 0.239 6.522
4 2 102 464 12420 1.267 7.550
4 2 102 465 12419 0.582 0.582
4 2 102 466 12418 3.373 3.373
4 2 102 467 12417 5.027 5.027
4 2 102 468 12416 2.515 2.515
4 2 102 469 12415 3.442 3.442
4 2 96 470 12414 4.554 4.554
5 4 98 470 12414 2.562 2.562
3 2 103 471 12412 4.463 4.463
5 5 102 471 12412 0.703 6.986
3 2 102 472 12411 5.320 5.320
4 2 105 473 12410 2.060 2.060
1 2 106 474 12409 4.575 4.575
3 5 105 474 12409 2.440 2.440
5 2 105 475 12408 1.669 1.669
1 2 106 476 12407 3.241 3.241
3 5 105 476 12407 4.430 4.430
6 2 107 477 12406 4.372 4.372
6 4 108 477 12406 4.880 4.880
3 2 106 478 12405 4.435 4.435
3 4 107 478 12405 5.006 5.006
4 4 109 478 12405 6.235 6.235
3 2 106 479 12404 5.294 5.294
4 5 108 479 12404 3.286 3.286
1 1 110 480 12403 1.912 8.195
2 5 106 480 12403 6.258 6.258
1 1 110 481 12402 2.538 8.822
2 5 111 481 12402 1.316 1.316
3 5 107 481 12402 5.722 5.722
4 4 108 481 12402 3.221 3.221
3 2 111 482 12401 5.114 -1.169
3 5 107 482 12401 0.912 0.912
4 4 109 482 12401 3.976 3.976
3 2 106 483 12400 4.442 4.442
3 5 107 483 12400 4.118 4.118
4 4 109 483 12400 2.248 2.248
3 2 111 484 12399 1.214 1.214
3 5 107 484 12399 1.842 1.842
4 5 105 484 12399 0.336 0.336
3 2 106 485 12398 3.130 3.130
3 5 107 485 12398 1.643 1.643
4 4 108 485 12398 1.549 1.549
3 2 111 486 12397 1.683 1.683
3 5 107 486 12397 4.194 4.194
4 4 105 486 12397 3.296 3.296
3 2 111 487 12396 2.760 2.760
4 5 107 487 12396 3.144 3.144
4 5 105 487 12396 2.704 2.704
3 2 106 488 12395 5.192 5.192
3 5 107 488 12395 3.002 3.002
4 4 105 488 12395 6.087 6.087
3 2 106 489 12394 1.627 1.627
4 5 105 489 12394 2.570 2.570
3 2 106 490 12393 4.307 4.307
3 5 107 490 12393 3.716 3.716
4 4 109 490 12393 1.758 1.758
3 2 106 491 12392 5.664 5.664
3 5 107 491 12392 4.966 4.966
4 4 108 491 12392 4.065 4.065
3 2 106 492 12391 5.278 5.278
3 5 107 492 12391 5.155 5.155
4 4 109 492 12391 1.530 1.530
3 2 107 493 12390 6.031 6.031
3 4 108 493 12390 2.462 2.462
1 2 111 494 12389 0.612 0.612
2 5 107 494 12389 2.636 2.636
3 4 108 494 12389 1.139 1.139
1 2 106 495 12388 5.616 5.616
2 5 107 495 12388 3.624 3.624
3 4 109 495 12388 4.831 4.831
1 2 111 496 12387 0.219 0.219
2 5 107 496 12387 2.130 2.130
3 4 109 496 12387 0.776 0.776
2 2 107 497 12386 1.162 1.162
3 4 109 497 12386 5.840 -0.443
1 2 111 498 12385 5.412 -0.872
3 5 107 498 12385 1.186 1.186
3 4 109 498 12385 1.785 1.785
1 2 106 499 12384 0.463 6.746
3 5 105 499 12384 3.218 3.218
1 2 111 500 12383 3.328 3.328
2 5 107 500 12383 5.223 5.223
3 4 109 500 12383 5.293 5.293
1 2 106 501 12382 1.145 7.428
3 5 105 501 12382 0.987 7.270
1 2 106 502 12381 3.712 3.712
3 5 109 502 12381 4.399 4.399
4 2 105 503 12380 2.938 2.938
1 2 106 504 12379 1.529 1.529
3 5 105 504 12379 1.053 1.053
2 2 107 505 12378 2.996 2.996
3 4 105 505 12378 5.062 5.062
1 2 106 506 12377 1.755 1.755
3 5 108 506 12377 6.265 -0.018
2 2 107 507 12376 3.257 3.257
3 5 105 507 12376 2.573 2.573
1 2 106 508 12375 5.597 5.597
2 5 107 508 12375 3.589 3.589
3 4 108 508 12375 3.077 3.077
2 2 107 509 12374 4.049 4.049
3 5 105 509 12374 3.438 3.438
1 2 106 510 12373 4.916 4.916
3 5 108 510 12373 3.610 3.610
1 2 111 511 12372 4.233 4.233
2 5 107 511 12372 5.534 5.534
3 4 109 511 12372 2.850 2.850
2 2 108 512 12371 1.132 1.132
1 2 107 513 12370 5.330 5.330
2 4 108 513 12370 2.528 2.528
2 2 105 514 12369 2.312 2.312
1 2 107 515 12368 2.592 2.592
2 4 108 515 12368 0.142 0.142
2 2 105 516 12367 4.068 4.068
1 2 107 517 12366 5.214 5.214
2 5 105 517 12366 1.749 8.032
1 2 107 518 12365 2.935 2.935
2 4 108 518 12365 2.232 2.232
6 2 109 519 12364 0.599 0.599
1 2 107 520 12363 4.691 4.691
2 4 108 520 12363 2.917 2.917
1 2 107 521 12362 2.402 2.402
3 5 105 521 12362 4.779 4.779
1 2 107 522 12361 2.768 2.768
2 4 109 522 12361 3.635 3.635
1 2 107 523 12360 3.070 3.070
2 4 108 523 12360 3.803 3.803
1 2 107 524 12359 2.025 8.308
2 4 108 524 12359 3.601 3.601
3 2 105 525 12358 1.356 1.356
1 2 107 526 12357 4.809 4.809
2 4 108 526 12357 0.125 0.125
1 2 108 527 12356 3.265 3.265
6 2 109 528 12355 3.953 3.953
6 2 109 529 12354 5.951 5.951
6 2 106 530 12353 5.945 5.945
6 5 109 530 12353 2.615 2.615
5 2 107 531 12352 4.968 4.968
6 4 108 531 12352 3.158 3.158
5 2 107 532 12351 2.296 2.296
6 5 109 532 12351 2.677 2.677
5 2 107 533 12350 4.277 4.277
6 4 108 533 12350 3.764 3.764
5 2 107 534 12349 3.451 3.451
6 5 109 534 12349 1.711 1.711
5 2 107 535 12348 2.284 2.284
6 5 105 535 12348 4.738 4.738
6 2 105 536 12347 2.251 2.251
5 2 108 537 12346 3.418 3.418
6 5 109 537 12346 1.074 1.074
5 2 107 538 12345 5.422 5.422
6 5 105 538 12345 6.243 6.243
1 2 109 539 12344 5.339 5.339
1 2 109 540 12343 3.749 3.749
1 2 105 541 12342 4.801 4.801
1 2 105 542 12341 2.341 2.341
2 2 105 543 12340 1.448 1.448
1 1 108 544 12339 3.844 3.844
2 2 105 545 12338 3.602 3.602
1 2 109 546 12337 3.096 3.096
2 2 105 547 12336 2.445 2.445
1 2 109 548 12335 2.439 2.439
1 2 109 549 12334 2.707 2.707
2 2 105 550 12333 1.096 7.379
1 1 108 551 12332 0.694 6.977
1 1 108 552 12331 4.604 4.604
1 2 105 553 12330 3.248 3.248
1 1 108 554 12329 5.168 5.168
1 2 109 555 12328 4.565 4.565
1 2 109 556 12327 2.196 2.196
1 2 105 557 12326 3.605 3.605
2 2 105 558 12325 3.226 3.226
2 2 105 559 12324 2.395 2.395
1 2 105 560 12323 5.199 5.199
1 2 109 561 12321 5.574 -0.709
1 2 105 562 12320 5.162 5.162
1 2 109 563 12319 1.745 1.745
1 2 109 564 12318 2.386 2.386
1 2 109 565 12317 3.266 3.266
1 1 108 566 12316 0.392 6.675
1 1 108 567 12315 4.688 4.688
1 2 109 568 12314 2.238 2.238
1 1 108 569 12313 1.357 7.640
1 2 109 570 12312 1.537 1.537
2 2 105 571 12311 2.038 2.038
1 1 108 572 12310 3.725 10.008
2 2 105 573 12309 3.192 3.192
1 2 109 574 12308 2.532 2.532
2 2 105 575 12307 3.299 3.299
1 1 108 576 12306 0.258 6.541
1 1 108 577 12305 5.222 5.222
1 1 108 578 12304 3.469 3.469
1 2 109 579 12303 3.907 3.907
2 2 105 580 12302 2.431 2.431
2 2 105 581 12301 1.518 1.518
1 2 109 582 12300 2.837 2.837
1 1 105 583 12298 5.080 5.080
1 2 112 584 12297 5.536 5.536
1 2 41 585 12296 3.653 3.653
1 2 113 586 12295 5.974 5.974
1 4 114 586 12295 4.470 4.470
1 2 113 587 6042 1.480 1.480
1 4 114 587 6042 1.333 1.333
1 2 113 588 6041 4.039 4.039
2 4 115 588 6041 5.663 5.663
1 2 113 589 12293 2.741 2.741
2 4 114 589 12293 1.455 1.455
2 4 41 589 12293 3.537 3.537
1 2 40 590 12292 2.023 2.023
2 4 30 590 12292 4.440 4.440
1 2 116 591 12291 0.004 6.287
1 2 116 592 12290 3.668 3.668
2 4 117 592 12290 1.445 1.445
1 2 115 593 12289 4.352 4.352
1 2 116 594 12288 2.907 2.907
2 4 117 594 12288 2.313 2.313
1 2 116 595 12287 0.078 0.078
1 2 40 596 12286 1.020 1.020
1 1 116 597 12285 1.734 8.017
1 2 118 598 6040 2.893 2.893
2 4 119 598 6040 0.944 0.944
1 2 118 599 12284 0.208 0.208
2 4 114 599 12284 2.854 2.854
3 5 40 599 12284 4.586 4.586
1 1 120 600 6039 3.980 3.980
1 4 113 600 6039 1.727 1.727
1 2 118 601 12283 2.555 2.555
1 4 114 601 12283 2.321 2.321
1 2 113 602 12282 2.951 2.951
1 2 114 603 12281 2.702 2.702
3 5 117 603 12281 5.856 -0.427
1 2 113 604 12280 1.920 1.920
1 4 114 604 12280 3.341 3.341
2 4 41 604 12280 3.326 3.326
2 2 118 605 12279 0.126 0.126
2 4 41 605 12279 3.307 3.307
1 2 113 606 12278 1.923 1.923
2 5 115 606 12278 0.174 0.174
1 2 113 607 6038 2.910 2.910
2 5 40 607 6038 1.814 1.814
1 2 113 608 12277 0.519 0.519
1 4 114 608 12277 2.013 2.013
2 4 41 608 12277 2.097 2.097
1 2 113 609 12276 3.463 3.463
1 4 114 609 12276 2.095 2.095
2 4 41 609 12276 1.687 1.687
1 2 113 610 12275 5.814 5.814
1 4 114 610 12275 2.554 2.554
1 2 113 611 12274 2.040 2.040
1 1 113 612 12273 1.182 7.465
1 1 113 613 12272 2.236 2.236
1 4 114 613 12272 0.530 0.530
1 2 113 614 12271 1.230 1.230
2 4 115 614 12271 0.610 0.610
2 4 30 614 12271 5.384 -0.900
1 2 113 615 12270 2.791 2.791
1 3 114 615 12270 3.136 3.136
2 4 41 615 12270 2.882 2.882
1 2 113 616 12269 2.382 2.382
2 5 116 616 12269 2.323 2.323
2 4 40 616 12269 3.441 3.441
2 2 115 617 12268 2.142 2.142
2 3 30 617 12268 0.703 0.703
1 2 113 618 12267 0.879 0.879
2 5 116 618 12267 2.480 2.480
2 4 40 618 12267 4.958 -1.325
1 1 113 619 12266 2.963 9.246
2 5 40 619 12266 4.421 4.421
1 2 113 620 12265 2.731 2.731
2 5 116 620 12265 2.345 2.345
1 2 113 621 12264 1.891 1.891
2 2 115 622 12263 2.021 2.021
2 4 30 622 12263 3.256 3.256
1 2 114 623 12262 6.109 -0.174
2 2 41 624 12261 2.595 2.595
1 1 113 625 12260 1.274 7.557
2 5 41 625 12260 3.167 3.167
1 1 113 626 12259 0.360 6.643
1 5 115 626 12259 3.885 3.885
2 4 30 626 12259 2.059 2.059
1 1 113 627 12258 5.305 5.305
1 4 118 627 12258 2.482 2.482
2 2 116 628 12257 0.653 0.653
3 4 117 628 12257 0.076 0.076
1 1 113 629 12256 5.519 5.519
1 3 114 629 12256 0.806 0.806
2 4 41 629 12256 4.159 4.159
1 2 121 630 12255 5.293 5.293
1 2 116 631 12254 5.260 5.260
1 2 113 632 12253 3.605 3.605
2 4 114 632 12253 6.150 -0.133
1 2 116 633 12252 1.930 1.930
1 2 116 634 12251 1.651 1.651
1 2 115 635 12250 3.215 3.215
1 2 40 636 12249 3.385 3.385
1 2 122 637 12248 0.540 0.540
2 3 40 637 12248 5.173 -1.110
2 4 30 637 12248 3.374 3.374
1 2 113 638 12247 3.404 3.404
2 3 114 638 12247 5.123 -1.160
1 2 113 639 12246 2.102 2.102
2 4 114 639 12246 2.296 2.296
3 5 40 639 12246 0.395 0.395
1 1 123 640 6037 1.034 7.317
1 1 123 641 3667 2.673 8.956
1 3 124 641 3667 0.798 7.081
2 3 125 641 3667 4.018 4.018
2 3 126 641 3667 4.505 4.505
3 3 127 641 3667 4.288 4.288
1 1 123 642 3666 4.808 4.808
1 4 128 642 3666 1.954 1.954
2 4 129 642 3666 1.225 1.225
3 2 130 642 3666 6.190 -0.093
1 2 131 643 6036 3.522 3.522
1 3 132 643 6036 1.121 7.404
2 3 133 643 6036 3.755 3.755
4 5 134 643 6036 4.729 4.729
1 1 123 644 2495 3.851 10.134
1 3 124 644 2495 0.795 7.078
2 2 125 644 2495 5.654 5.654
2 3 135 644 2495 2.709 8.992
3 3 127 644 2495 1.573 7.856
4 5 136 644 2495 1.128 7.411
1 1 123 645 6035 2.406 8.689
1 1 123 646 2494 3.245 9.528
1 4 132 646 2494 4.193 4.193
2 4 135 646 2494 3.618 3.618
3 3 137 646 2494 5.065 5.065
4 4 138 646 2494 6.200 6.200
1 1 123 647 12245 5.328 5.328
1 3 124 647 12245 3.605 3.605
2 2 125 647 12245 2.600 2.600
2 3 135 647 12245 2.055 2.055
3 3 127 647 12245 3.560 3.560
4 3 134 647 12245 2.009 2.009
4 3 136 647 12245 0.086 0.086
1 1 123 648 3665 5.408 5.408
1 1 123 649 3664 0.757 7.040
1 4 132 649 3664 4.814 4.814
2 3 133 649 3664 5.143 5.143
3 4 137 649 3664 3.375 3.375
3 3 139 649 3664 3.661 3.661
4 3 140 649 3664 4.164 4.164
1 1 123 650 2493 1.926 8.209
1 4 128 650 2493 3.710 3.710
2 4 129 650 2493 4.365 4.365
1 1 123 651 3663 3.925 3.925
2 5 130 651 3663 2.621 2.621
2 3 135 651 3663 1.383 1.383
3 3 127 651 3663 1.583 1.583
3 3 139 651 3663 0.852 0.852
4 3 136 651 3663 1.262 1.262
1 1 123 652 3662 0.221 6.504
1 3 124 652 3662 5.054 5.054
2 3 125 652 3662 5.931 5.931
2 3 126 652 3662 1.565 7.849
3 3 127 652 3662 4.581 4.581
4 3 134 652 3662 0.265 6.548
4 4 141 652 3662 4.621 4.621
1 1 123 653 6034 3.278 9.561
1 3 124 653 6034 0.876 7.159
2 3 125 653 6034 0.684 6.967
2 3 126 653 6034 6.077 6.077
1 1 123 654 3661 4.925 4.925
1 3 124 654 3661 3.075 3.075
2 3 125 654 3661 2.911 2.911
1 1 123 655 3660 0.192 6.476
1 2 124 655 3660 3.653 3.653
2 3 125 655 3660 3.336 3.336
2 3 126 655 3660 2.866 2.866
3 3 142 655 3660 0.028 0.028
4 3 143 655 3660 2.030 2.030
1 1 123 656 3659 0.641 6.925
1 3 124 656 3659 4.080 4.080
2 3 125 656 3659 2.183 2.183
2 3 126 656 3659 1.882 1.882
4 5 143 656 3659 3.477 3.477
1 2 131 657 6033 0.679 6.962
1 2 128 657 6033 3.083 3.083
2 4 129 657 6033 4.499 4.499
4 5 143 657 6033 3.403 3.403
1 2 131 658 6032 2.849 2.849
1 3 128 658 6032 4.310 4.310
2 3 129 658 6032 5.144 5.144
2 3 126 658 6032 5.923 5.923
3 2 142 658 6032 3.395 3.395
4 3 143 658 6032 4.507 4.507
1 2 131 659 12244 4.197 4.197
1 1 144 660 6031 0.014 6.298
1 3 128 660 6031 1.850 1.850
2 3 129 660 6031 5.334 5.334
2 2 126 660 6031 3.653 3.653
3 3 142 660 6031 4.998 -1.285
4 3 143 660 6031 1.115 1.115
4 4 145 660 6031 3.413 3.413
1 2 128 661 3657 3.442 3.442
2 3 129 661 3657 3.899 3.899
2 3 130 661 3657 4.244 4.244
1 2 131 662 6030 5.270 5.270
1 3 128 662 6030 5.238 5.238
2 3 129 662 6030 2.866 2.866
3 5 142 662 6030 1.469 1.469
4 4 138 662 6030 4.055 4.055
1 1 144 663 6029 1.102 7.385
1 3 128 663 6029 3.253 3.253
2 3 129 663 6029 3.986 3.986
2 3 130 663 6029 2.630 2.630
3 3 142 663 6029 2.680 2.680
4 3 138 663 6029 4.858 4.858
2 2 125 664 3655 3.902 3.902
1 2 146 665 3654 1.762 1.762
2 4 125 665 3654 1.959 1.959
2 3 135 665 3654 3.388 3.388
3 3 127 665 3654 2.091 2.091
3 3 134 665 3654 0.947 0.947
1 2 146 666 12243 2.312 2.312
2 4 125 666 12243 3.878 3.878
1 2 146 667 6028 3.913 3.913
2 4 125 667 6028 3.914 3.914
2 3 135 667 6028 2.494 2.494
3 3 127 667 6028 1.732 1.732
3 4 134 667 6028 3.079 3.079
4 4 141 667 6028 2.254 2.254
1 1 144 668 12242 0.331 6.615
1 3 128 668 12242 3.049 3.049
2 3 129 668 12242 2.652 2.652
2 3 126 668 12242 2.842 2.842
3 2 142 668 12242 0.725 0.725
1 1 131 669 12241 0.571 6.854
1 4 144 669 12241 5.355 5.355
1 2 146 670 12240 3.303 3.303
1 1 131 671 2492 1.731 8.014
1 3 128 671 2492 4.161 4.161
2 3 129 671 2492 3.634 3.634
2 3 126 671 2492 4.400 4.400
1 2 146 672 6027 5.499 5.499
2 4 125 672 6027 4.384 4.384
1 2 146 673 3653 2.735 2.735
2 4 125 673 3653 1.682 1.682
2 3 135 673 3653 2.085 2.085
3 3 127 673 3653 3.662 3.662
1 1 131 674 12239 4.683 10.966
2 5 125 674 12239 2.944 2.944
2 2 126 674 12239 5.475 5.475
3 3 127 674 12239 4.662 4.662
3 3 134 674 12239 1.762 1.762
4 4 141 674 12239 5.594 5.594
1 1 131 675 12238 0.708 6.991
1 2 146 676 3652 5.510 5.510
2 4 125 676 3652 3.870 3.870
2 3 135 676 3652 4.766 4.766
3 3 127 676 3652 3.920 3.920
3 3 139 676 3652 2.713 2.713
4 3 136 676 3652 2.754 2.754
1 2 124 677 12237 3.228 3.228
2 5 133 677 12237 2.657 2.657
2 2 130 677 12237 0.761 0.761
1 1 131 678 12236 1.761 8.045
1 2 146 679 12234 5.638 5.638
2 4 125 679 12234 4.489 4.489
1 2 146 680 12233 5.824 5.824
1 2 125 681 3651 3.508 3.508
2 3 135 681 3651 0.016 0.016
3 3 127 681 3651 1.153 1.153
1 1 146 682 12232 1.424 7.707
1 2 132 682 12232 5.875 5.875
2 3 133 682 12232 2.303 2.303
1 1 131 683 3650 2.074 8.358
1 4 132 683 3650 1.922 8.205
2 5 130 683 3650 3.022 3.022
1 2 128 684 3649 2.733 2.733
2 5 130 684 3649 1.669 1.669
2 2 129 685 6026 5.132 5.132
2 2 126 685 6026 4.464 4.464
1 2 124 686 6025 2.490 2.490
1 3 125 686 6025 1.156 1.156
2 3 135 686 6025 2.695 2.695
3 2 127 686 6025 3.319 3.319
3 3 139 686 6025 3.011 3.011
1 2 124 687 6024 3.534 3.534
1 3 130 687 6024 1.012 1.012
2 4 126 687 6024 3.342 3.342
3 4 142 687 6024 6.006 -0.277
2 2 130 688 12231 5.514 -0.770
1 1 131 689 12230 5.871 5.871
1 3 132 689 12230 3.951 3.951
2 3 133 689 12230 2.917 2.917
2 3 137 689 12230 4.134 4.134
