Fix1 Fix2 Rndm_FY Rndm_PE Rndm_Animal Phenotype_Circular Phenotype_Continuous
3 5 380 9774 7128 1.690 1.690
4 4 401 9774 7128 0.847 0.847
5 4 306 9774 7128 0.398 6.682
4 2 1391 9775 4106 5.336 -0.948
4 2 944 9776 29 3.356 3.356
4 2 578 9777 7127 2.428 2.428
4 2 584 9778 7125 4.016 4.016
4 2 584 9779 7124 4.070 4.070
5 2 1391 9780 395 0.887 0.887
4 2 1402 9781 1454 2.599 2.599
1 2 356 9782 1921 0.263 0.263
2 4 355 9782 1921 1.231 1.231
3 5 380 9782 1921 0.422 0.422
4 3 321 9782 1921 6.124 -0.159
5 4 313 9782 1921 2.590 2.590
6 5 308 9782 1921 2.440 2.440
6 5 364 9782 1921 3.422 3.422
6 2 1391 9783 394 3.472 3.472
2 2 369 9784 7123 0.407 6.690
3 5 297 9784 7123 5.868 5.868
3 4 409 9784 7123 5.146 5.146
4 3 321 9784 7123 3.567 3.567
5 4 313 9784 7123 5.351 5.351
6 5 307 9784 7123 1.604 7.887
6 4 329 9784 7123 5.894 5.894
6 5 1364 9784 7123 6.201 6.201
6 4 317 9784 7123 5.383 5.383
6 2 1391 9785 393 1.306 1.306
2 2 356 9786 1920 3.421 3.421
2 4 373 9786 1920 2.002 2.002
3 4 320 9786 1920 1.684 1.684
4 4 314 9786 1920 3.512 3.512
5 4 313 9786 1920 2.642 2.642
6 5 295 9786 1920 3.257 3.257
6 5 324 9786 1920 5.541 5.541
6 2 1195 9787 937 2.991 2.991
2 2 1403 9788 28 2.501 2.501
2 2 356 9789 750 3.886 3.886
3 4 355 9789 750 5.399 -0.884
4 5 380 9789 750 1.194 1.194
5 4 401 9789 750 1.763 1.763
5 4 322 9789 750 0.957 0.957
3 2 1401 9790 936 3.616 3.616
4 2 1195 9791 1166 4.490 4.490
2 2 356 9792 482 0.451 0.451
2 4 355 9792 482 0.333 0.333
3 5 380 9792 482 0.869 0.869
4 3 321 9792 482 2.647 2.647
4 4 292 9792 482 3.607 3.607
5 4 325 9792 482 1.621 1.621
6 4 323 9792 482 3.710 3.710
6 5 302 9792 482 3.465 3.465
2 2 355 9793 7122 2.710 2.710
3 5 380 9793 7122 4.496 4.496
4 3 321 9793 7122 3.429 3.429
4 4 292 9793 7122 6.107 6.107
5 4 316 9793 7122 5.935 5.935
1 2 1392 9794 749 5.693 -0.590
2 4 1340 9794 749 2.719 2.719
3 5 1274 9794 749 2.853 2.853
2 2 356 9795 7120 1.676 1.676
2 4 373 9795 7120 3.379 3.379
3 4 320 9795 7120 0.429 0.429
4 4 314 9795 7120 0.051 6.334
5 2 1391 9796 4104 5.574 -0.709
3 2 1402 9797 4103 5.760 5.760
3 2 1391 9798 2674 3.237 3.237
1 2 1394 9799 4102 5.265 5.265
2 5 1340 9799 4102 4.991 4.991
3 5 1274 9799 4102 4.254 4.254
1 2 356 9800 7119 3.087 3.087
2 4 355 9800 7119 1.063 1.063
3 5 380 9800 7119 1.431 1.431
4 3 321 9800 7119 3.622 3.622
4 4 292 9800 7119 0.258 6.541
1 2 1394 9801 4101 3.912 3.912
2 5 1340 9801 4101 1.397 1.397
3 5 1246 9801 4101 6.254 -0.029
3 4 1351 9801 4101 2.586 2.586
4 4 1259 9801 4101 2.414 2.414
1 2 368 9802 4100 0.007 0.007
2 4 355 9802 4100 4.724 -1.559
3 5 380 9802 4100 0.034 0.034
4 3 321 9802 4100 5.385 -0.898
4 4 313 9802 4100 1.283 1.283
5 4 325 9802 4100 5.889 -0.394
6 4 323 9802 4100 0.591 0.591
5 2 1391 9803 4099 0.877 0.877
1 2 1404 9804 7118 4.102 4.102
2 3 1405 9804 7118 1.198 1.198
2 2 625 9805 7117 4.274 4.274
1 2 1404 9806 7116 4.476 4.476
2 3 1405 9806 7116 3.687 3.687
1 2 1404 9807 7115 2.918 2.918
2 4 1405 9807 7115 1.982 1.982
1 2 625 9808 7114 3.444 3.444
1 2 1404 9809 7110 4.521 4.521
1 2 1404 9810 7108 0.804 0.804
2 4 1405 9810 7108 1.785 1.785
1 2 1406 9811 7107 0.743 0.743
1 3 625 9811 7107 2.781 2.781
1 2 1404 9812 7106 2.491 2.491
2 4 1405 9812 7106 2.714 2.714
1 2 1404 9813 7105 2.548 2.548
2 3 1405 9813 7105 1.421 1.421
1 2 1404 9814 7104 3.911 3.911
1 2 1404 9815 7103 1.871 1.871
2 4 1405 9815 7103 1.442 1.442
1 2 1404 9816 7101 3.709 3.709
2 4 1405 9816 7101 3.317 3.317
1 2 625 9817 7100 0.565 0.565
1 2 1404 9818 7099 2.521 2.521
2 4 1405 9818 7099 5.584 -0.699
1 2 625 9819 7098 1.977 1.977
1 2 1407 9820 7097 4.784 4.784
1 2 625 9821 7096 4.464 4.464
1 2 623 9822 4098 5.523 5.523
1 4 644 9822 4098 0.791 7.074
2 4 1404 9822 4098 3.500 3.500
3 3 1405 9822 4098 3.327 3.327
1 2 620 9823 4097 3.738 3.738
2 5 621 9823 4097 3.443 3.443
1 2 620 9824 7095 5.977 5.977
2 5 621 9824 7095 0.978 0.978
1 2 620 9825 7094 5.669 5.669
2 5 621 9825 7094 3.363 3.363
2 3 622 9825 7094 4.505 4.505
1 2 620 9826 4096 0.688 6.971
2 5 621 9826 4096 2.985 2.985
2 2 647 9827 7093 5.982 5.982
2 4 622 9827 7093 0.647 6.930
1 2 620 9828 7092 3.960 3.960
1 4 644 9828 7092 3.474 3.474
2 4 1406 9828 7092 2.650 2.650
1 2 620 9829 4095 6.264 6.264
1 4 644 9829 4095 5.556 5.556
2 4 1406 9829 4095 2.556 2.556
1 2 620 9830 4094 5.156 5.156
2 5 621 9830 4094 2.402 2.402
2 3 622 9830 4094 3.543 3.543
1 2 623 9831 4093 4.644 4.644
2 5 621 9831 4093 4.655 4.655
3 4 625 9831 4093 3.297 3.297
1 2 623 9832 4092 0.052 0.052
2 5 621 9832 4092 0.980 0.980
3 4 625 9832 4092 4.166 -2.117
1 2 698 9833 7091 4.234 4.234
2 5 624 9833 7091 1.851 1.851
2 3 1408 9833 7091 6.163 -0.120
1 2 698 9834 7090 2.283 2.283
2 2 621 9835 7089 1.063 1.063
2 4 1408 9835 7089 1.574 1.574
1 2 698 9836 7088 5.614 5.614
2 2 622 9837 7087 0.472 6.755
1 2 620 9838 4091 3.380 3.380
2 5 621 9838 4091 1.844 1.844
2 4 625 9838 4091 6.041 -0.242
1 2 620 9839 2673 1.946 1.946
2 5 624 9839 2673 1.276 1.276
2 4 625 9839 2673 5.543 -0.740
2 2 624 9840 7086 4.685 -1.598
2 3 625 9840 7086 5.201 -1.082
2 2 624 9841 7085 1.061 1.061
2 4 1408 9841 7085 5.687 -0.596
2 2 624 9842 7084 3.633 3.633
1 2 620 9843 7083 4.961 4.961
2 5 621 9843 7083 2.108 2.108
2 4 625 9843 7083 5.684 -0.600
2 2 619 9844 4090 0.253 0.253
3 5 620 9844 4090 4.576 4.576
4 5 621 9844 4090 0.853 0.853
4 4 622 9844 4090 1.663 1.663
1 2 617 9845 4089 0.597 0.597
2 5 604 9845 4089 4.956 4.956
3 5 620 9845 4089 4.559 4.559
4 5 647 9845 4089 4.720 4.720
4 4 622 9845 4089 1.109 7.392
2 2 1409 9846 2672 5.475 5.475
3 5 1410 9846 2672 1.474 7.758
3 3 1411 9846 2672 1.508 7.791
4 2 1412 9846 2672 1.848 8.131
5 5 1413 9846 2672 0.067 6.350
1 1 1414 9847 7081 5.644 5.644
1 3 1415 9847 7081 3.336 3.336
3 5 1412 9847 7081 5.824 5.824
3 3 1416 9847 7081 1.832 1.832
4 5 1417 9847 7081 3.480 3.480
2 2 1418 9848 7080 1.057 1.057
1 2 1416 9849 7079 6.266 -0.017
1 2 901 9850 2671 0.317 6.600
1 4 1419 9850 2671 0.796 7.079
2 4 1415 9850 2671 2.859 2.859
3 3 1420 9850 2671 4.685 4.685
3 3 1418 9850 2671 1.296 7.579
1 2 1410 9851 7078 4.829 4.829
2 3 1421 9851 7078 3.172 3.172
3 2 1412 9851 7078 5.390 5.390
4 5 1413 9851 7078 3.576 3.576
1 2 1422 9852 7077 3.652 3.652
2 4 1421 9852 7077 2.258 2.258
2 2 29 9852 7077 5.477 5.477
2 2 1409 9853 7076 1.632 1.632
3 5 1422 9853 7076 3.224 3.224
3 3 1421 9853 7076 2.867 2.867
4 2 29 9853 7076 2.950 2.950
4 4 1423 9853 7076 3.063 3.063
2 2 29 9854 7075 3.097 3.097
1 2 1424 9855 7074 3.132 3.132
2 5 1416 9855 7074 1.202 1.202
1 2 1410 9856 4088 0.499 6.782
2 4 29 9856 4088 0.498 6.782
1 2 29 9857 7073 5.001 5.001
1 1 29 9858 4086 0.223 6.506
1 1 884 9859 4085 3.561 3.561
1 4 1419 9859 4085 3.875 3.875
2 5 1422 9859 4085 5.032 -1.251
3 3 1421 9859 4085 6.048 -0.236
4 2 1412 9859 4085 1.682 1.682
1 2 901 9860 4084 4.355 4.355
2 4 1419 9860 4084 5.100 5.100
3 5 1410 9860 4084 5.234 5.234
3 3 1421 9860 4084 2.454 2.454
4 3 1412 9860 4084 5.189 5.189
5 4 1425 9860 4084 0.758 7.041
5 4 1417 9860 4084 3.061 3.061
1 2 29 9861 7072 2.574 2.574
1 2 1416 9862 7071 4.885 4.885
3 2 1424 9863 7070 4.414 4.414
1 2 884 9864 4083 5.832 5.832
2 4 1419 9864 4083 2.820 2.820
3 5 1422 9864 4083 5.040 5.040
4 5 1412 9864 4083 3.842 3.842
2 2 1422 9865 7068 3.827 3.827
2 4 1421 9865 7068 1.912 1.912
3 2 29 9865 7068 0.605 6.889
1 1 1412 9866 7067 0.894 7.177
2 2 1414 9867 4082 0.675 0.675
3 4 1422 9867 4082 3.671 3.671
3 4 1421 9867 4082 1.346 1.346
4 2 29 9867 4082 5.380 5.380
2 2 1426 9868 7066 0.753 0.753
3 3 1410 9868 7066 0.451 0.451
4 5 1418 9868 7066 0.037 0.037
1 2 29 9869 7064 5.442 5.442
1 1 1423 9870 7063 6.114 6.114
1 1 1425 9871 7062 1.926 8.210
1 2 884 9872 7061 2.481 2.481
2 4 1419 9872 7061 3.251 3.251
1 1 1409 9873 7060 1.093 7.376
1 3 1427 9873 7060 0.988 0.988
2 2 1424 9873 7060 2.936 2.936
3 5 29 9873 7060 3.865 3.865
1 2 1424 9874 4081 3.044 3.044
1 2 29 9875 7059 2.177 2.177
1 2 1425 9876 7058 4.826 4.826
1 1 1428 9877 7057 0.566 6.849
1 2 1419 9878 7056 3.680 3.680
2 4 1427 9878 7056 2.282 2.282
3 2 1424 9878 7056 0.184 0.184
3 3 1411 9878 7056 1.665 1.665
4 3 1429 9878 7056 4.631 4.631
5 3 1423 9878 7056 2.604 2.604
5 4 1417 9878 7056 2.687 2.687
6 2 1430 9878 7056 1.811 1.811
2 2 1410 9879 7055 1.721 1.721
2 3 1411 9879 7055 3.308 3.308
3 3 1429 9879 7055 5.261 5.261
3 3 1423 9879 7055 2.148 2.148
4 4 1417 9879 7055 5.105 5.105
5 2 1430 9879 7055 3.653 3.653
1 1 1428 9880 7054 4.046 4.046
1 4 1417 9880 7054 5.124 5.124
1 1 1414 9881 7053 3.008 9.291
1 2 1431 9882 7052 5.477 5.477
1 2 884 9883 4080 4.363 4.363
2 4 1419 9883 4080 4.999 4.999
2 5 1422 9883 4080 3.525 3.525
3 3 1421 9883 4080 3.613 3.613
4 3 1412 9883 4080 1.421 7.704
5 4 1425 9883 4080 5.982 5.982
1 2 1420 9884 7051 2.511 2.511
2 3 1418 9884 7051 0.579 0.579
1 1 928 9885 4079 0.636 6.919
1 5 1432 9885 4079 5.687 5.687
2 4 913 9885 4079 0.260 0.260
1 2 912 9886 1919 3.394 3.394
2 5 1433 9886 1919 0.981 0.981
1 1 1434 9887 7050 0.561 6.844
2 5 1435 9887 7050 5.159 5.159
1 2 1436 9888 7049 6.003 6.003
1 1 906 9889 1165 0.120 6.403
1 3 883 9889 1165 3.364 3.364
2 5 850 9889 1165 0.607 0.607
3 4 851 9889 1165 1.907 1.907
1 2 921 9890 2669 5.093 5.093
1 4 880 9890 2669 0.976 7.260
2 3 939 9890 2669 6.279 -0.004
1 1 928 9891 2668 4.824 11.108
2 5 912 9891 2668 4.309 4.309
2 4 913 9891 2668 2.505 2.505
1 2 1437 9892 7048 4.833 4.833
2 5 1437 9892 7048 0.168 6.451
1 2 757 9893 7047 4.535 4.535
2 5 829 9893 7047 1.644 1.644
2 4 813 9893 7047 2.616 2.616
1 2 847 9894 4078 4.210 4.210
1 3 848 9894 4078 2.671 2.671
2 3 849 9894 4078 2.994 2.994
3 4 880 9894 4078 5.427 5.427
4 4 939 9894 4078 0.531 0.531
4 4 927 9894 4078 2.182 2.182
1 2 849 9895 7046 2.506 2.506
2 5 1438 9895 7046 4.364 4.364
3 5 927 9895 7046 1.013 1.013
4 4 928 9895 7046 4.582 4.582
5 5 912 9895 7046 3.274 3.274
5 4 913 9895 7046 3.713 3.713
1 1 928 9896 2667 4.446 4.446
1 5 912 9896 2667 3.165 3.165
3 5 1433 9896 2667 1.568 1.568
1 2 1439 9897 4077 5.999 -0.284
2 4 1433 9897 4077 1.622 1.622
1 1 1434 9898 4076 0.226 6.509
1 4 1440 9898 4076 3.393 3.393
2 5 1437 9898 4076 5.839 5.839
1 2 847 9899 4075 2.461 2.461
1 3 848 9899 4075 3.808 3.808
2 3 849 9899 4075 1.928 1.928
3 4 850 9899 4075 2.878 2.878
4 4 939 9899 4075 0.508 0.508
4 4 927 9899 4075 3.619 3.619
5 4 928 9899 4075 6.124 6.124
1 1 906 9900 4074 1.121 7.405
1 3 883 9900 4074 6.249 6.249
2 2 849 9900 4074 3.473 3.473
2 4 880 9900 4074 0.406 6.689
3 3 939 9900 4074 0.346 0.346
4 4 927 9900 4074 1.655 7.938
4 4 928 9900 4074 1.563 1.563
1 2 849 9901 7045 3.419 3.419
2 4 880 9901 7045 4.523 4.523
2 3 851 9901 7045 3.755 3.755
4 5 911 9901 7045 0.976 7.259
1 2 1441 9902 7044 5.555 -0.728
2 5 927 9902 7044 2.965 2.965
1 2 259 9903 7043 1.306 1.306
1 1 1434 9904 7042 4.801 11.084
1 2 906 9905 1452 4.039 4.039
1 2 883 9905 1452 4.233 4.233
2 2 849 9905 1452 4.747 4.747
2 3 850 9905 1452 2.833 2.833
3 4 939 9905 1452 1.804 1.804
1 1 921 9906 2666 2.468 8.751
1 5 850 9906 2666 3.733 3.733
2 3 939 9906 2666 3.768 3.768
3 4 927 9906 2666 5.175 5.175
4 4 928 9906 2666 1.398 7.681
1 1 880 9907 4073 4.341 10.624
1 4 909 9907 4073 1.232 7.515
2 4 852 9907 4073 5.389 5.389
3 3 911 9907 4073 5.200 5.200
3 4 1432 9907 4073 2.118 8.401
1 1 928 9908 7041 3.756 10.039
1 2 257 9909 7040 3.690 3.690
1 1 1434 9910 4072 4.244 4.244
1 4 1440 9910 4072 1.614 1.614
1 2 921 9911 7039 0.774 7.057
1 4 850 9911 7039 4.011 4.011
2 4 851 9911 7039 2.389 2.389
3 4 927 9911 7039 3.403 3.403
1 1 1433 9912 4071 4.956 4.956
1 2 850 9913 4070 0.590 0.590
1 4 939 9913 4070 5.988 -0.295
2 4 927 9913 4070 1.566 1.566
3 3 928 9913 4070 3.319 3.319
1 1 880 9914 4069 3.496 9.780
1 4 909 9914 4069 5.460 5.460
1 2 849 9915 7038 2.864 2.864
2 5 1438 9915 7038 0.135 6.418
3 5 927 9915 7038 2.160 2.160
4 4 928 9915 7038 4.745 4.745
1 2 880 9916 1918 0.295 6.578
2 4 881 9916 1918 4.362 4.362
2 3 852 9916 1918 3.566 3.566
3 4 911 9916 1918 4.798 4.798
4 4 1432 9916 1918 5.860 5.860
4 4 913 9916 1918 3.518 3.518
1 2 259 9917 7037 2.527 2.527
1 1 906 9918 1451 2.948 2.948
1 3 883 9918 1451 0.433 0.433
2 5 850 9918 1451 0.345 0.345
3 4 939 9918 1451 5.615 -0.668
4 4 927 9918 1451 1.943 1.943
4 4 928 9918 1451 3.056 3.056
5 4 1442 9918 1451 1.194 1.194
6 4 913 9918 1451 1.788 1.788
1 2 921 9919 7036 4.763 4.763
2 5 880 9919 7036 5.595 5.595
4 5 928 9919 7036 5.416 5.416
5 5 912 9919 7036 0.088 6.371
1 2 833 9920 1917 3.048 3.048
1 3 848 9920 1917 4.110 4.110
2 2 921 9920 1917 3.604 3.604
3 4 907 9920 1917 4.462 4.462
3 2 1438 9920 1917 4.313 4.313
5 5 928 9920 1917 3.832 3.832
1 1 906 9921 1916 5.200 5.200
1 3 883 9921 1916 3.982 3.982
2 2 849 9921 1916 3.656 3.656
2 4 880 9921 1916 5.979 5.979
3 5 881 9921 1916 3.714 3.714
1 2 921 9922 2665 5.798 5.798
1 4 850 9922 2665 4.043 4.043
2 3 939 9922 2665 2.376 2.376
3 4 927 9922 2665 3.526 3.526
4 4 928 9922 2665 5.720 5.720
5 5 912 9922 2665 2.672 2.672
5 4 913 9922 2665 2.573 2.573
2 2 375 9923 7034 4.915 4.915
1 2 847 9924 2664 3.864 3.864
1 3 848 9924 2664 1.024 1.024
2 2 849 9924 2664 3.980 3.980
3 4 850 9924 2664 5.354 5.354
1 1 906 9925 7033 4.346 4.346
1 5 849 9925 7033 4.673 4.673
2 3 1443 9925 7033 1.763 1.763
1 2 921 9926 7032 3.762 3.762
1 4 1443 9926 7032 2.083 2.083
2 3 1438 9926 7032 2.955 2.955
3 5 927 9926 7032 4.388 4.388
4 4 928 9926 7032 0.825 7.109
1 2 1433 9927 7031 1.655 1.655
1 2 912 9928 244 3.147 3.147
2 5 1433 9928 244 2.479 2.479
1 2 1437 9929 7030 1.528 7.811
1 2 833 9930 1915 2.963 2.963
1 4 848 9930 1915 3.190 3.190
2 3 849 9930 1915 4.314 4.314
1 1 906 9931 4068 5.909 5.909
1 4 921 9931 4068 2.845 2.845
2 5 850 9931 4068 3.554 3.554
3 3 939 9931 4068 1.961 1.961
4 4 1444 9931 4068 5.753 5.753
1 1 921 9932 4067 6.035 6.035
1 5 850 9932 4067 3.783 3.783
2 4 851 9932 4067 4.000 4.000
3 4 927 9932 4067 2.893 2.893
1 2 928 9933 4066 4.456 4.456
2 5 1432 9933 4066 4.454 4.454
2 4 913 9933 4066 2.110 2.110
1 2 912 9934 2663 3.842 3.842
1 4 913 9934 2663 3.517 3.517
1 1 1434 9935 7029 6.253 6.253
1 4 1440 9935 7029 2.843 2.843
2 4 1435 9935 7029 4.195 4.195
1 1 887 9936 2662 2.768 9.051
1 4 831 9936 2662 3.053 3.053
1 2 882 9937 4065 2.572 2.572
2 5 920 9937 4065 5.082 5.082
3 3 921 9937 4065 2.214 2.214
4 5 850 9937 4065 0.452 6.735
4 4 939 9937 4065 3.067 3.067
1 1 921 9938 7028 0.894 7.177
2 5 850 9938 7028 2.797 2.797
1 2 921 9939 7027 2.115 2.115
2 5 850 9939 7027 3.660 3.660
1 2 1439 9940 7026 1.552 1.552
1 3 913 9940 7026 1.687 1.687
1 2 259 9941 7025 5.729 5.729
1 1 1445 9942 7024 0.935 7.219
1 4 1440 9942 7024 3.130 3.130
1 2 921 9943 7023 1.867 1.867
2 3 1443 9943 7023 0.058 0.058
2 3 1438 9943 7023 5.115 -1.169
3 5 927 9943 7023 3.414 3.414
1 2 921 9944 2661 5.478 5.478
1 4 880 9944 2661 4.852 4.852
2 3 939 9944 2661 3.274 3.274
1 2 1439 9945 4064 2.230 2.230
2 5 1433 9945 4064 1.512 1.512
1 1 1445 9946 7022 0.110 6.393
1 2 833 9947 7021 5.087 5.087
1 3 848 9947 7021 3.815 3.815
2 3 849 9947 7021 2.860 2.860
1 1 848 9948 7020 3.399 9.682
1 2 849 9948 7020 0.334 6.617
2 4 850 9948 7020 6.067 6.067
1 1 921 9949 7019 0.001 6.284
1 3 1443 9949 7019 2.026 2.026
2 5 851 9949 7019 2.230 2.230
3 3 927 9949 7019 2.886 2.886
1 2 928 9950 7018 2.622 2.622
2 5 912 9950 7018 6.029 -0.255
3 5 1433 9950 7018 5.391 -0.892
1 2 833 9951 4063 3.297 3.297
1 3 848 9951 4063 4.892 4.892
2 3 849 9951 4063 1.082 1.082
3 4 850 9951 4063 5.143 -1.140
3 4 939 9951 4063 1.577 1.577
1 2 921 9952 2660 4.972 4.972
2 5 880 9952 2660 0.817 7.100
2 4 939 9952 2660 2.762 2.762
1 1 849 9953 2659 1.561 7.844
1 4 907 9953 2659 5.110 5.110
2 5 881 9953 2659 1.820 1.820
3 3 852 9953 2659 1.055 1.055
1 2 259 9954 7016 2.087 2.087
1 2 921 9955 7015 0.342 6.625
2 3 1443 9955 7015 1.823 1.823
2 2 1438 9955 7015 4.079 4.079
3 5 927 9955 7015 1.343 7.626
1 1 849 9956 7014 4.185 10.469
1 3 907 9956 7014 4.956 4.956
2 4 851 9956 7014 4.107 4.107
3 3 927 9956 7014 4.971 4.971
1 2 1434 9957 4062 2.322 2.322
2 4 1440 9957 4062 6.270 -0.013
3 5 1437 9957 4062 2.911 2.911
3 2 1437 9958 7013 2.632 2.632
1 2 1439 9959 4061 1.933 1.933
2 4 1433 9959 4061 2.880 2.880
1 1 1433 9960 4060 4.346 4.346
1 2 847 9961 4059 3.827 3.827
1 3 848 9961 4059 3.800 3.800
2 4 1446 9961 4059 2.999 2.999
3 3 850 9961 4059 3.650 3.650
3 3 939 9961 4059 2.847 2.847
1 1 849 9962 7011 0.465 6.748
2 5 1438 9962 7011 3.175 3.175
1 2 259 9963 7010 3.113 3.113
1 2 848 9964 7009 1.878 1.878
2 2 849 9964 7009 3.111 3.111
2 3 1443 9964 7009 0.540 0.540
3 4 1438 9964 7009 2.440 2.440
1 2 880 9965 4058 2.531 2.531
2 3 939 9965 4058 1.080 1.080
3 4 927 9965 4058 3.579 3.579
3 4 928 9965 4058 5.858 -0.425
4 5 1432 9965 4058 1.334 1.334
1 1 1434 9966 7008 0.877 7.160
2 5 1437 9966 7008 3.212 3.212
1 2 1437 9967 7007 5.559 5.559
1 1 849 9968 2658 3.720 10.003
1 3 1443 9968 2658 0.705 0.705
2 5 881 9968 2658 3.771 3.771
3 3 852 9968 2658 3.680 3.680
4 3 911 9968 2658 5.533 5.533
4 4 912 9968 2658 4.345 4.345
5 4 913 9968 2658 5.886 5.886
1 2 1440 9969 4057 1.205 1.205
2 5 1437 9969 4057 4.802 4.802
2 2 928 9970 4056 3.360 3.360
3 5 912 9970 4056 5.883 5.883
3 3 1447 9970 4056 5.898 5.898
1 2 1439 9971 4055 0.542 0.542
2 5 1433 9971 4055 1.659 1.659
1 1 259 9972 7006 5.437 5.437
2 2 1437 9973 7005 4.352 4.352
1 1 849 9974 7004 3.700 9.984
1 4 880 9974 7004 0.529 6.812
3 5 852 9974 7004 4.819 4.819
1 2 880 9975 7003 4.653 4.653
1 2 1439 9976 7002 2.703 2.703
1 2 846 9977 2657 4.945 4.945
2 5 1448 9977 2657 2.483 2.483
3 3 906 9977 2657 3.633 3.633
3 4 921 9977 2657 2.744 2.744
4 5 850 9977 2657 1.861 1.861
5 4 851 9977 2657 2.769 2.769
6 3 1444 9977 2657 3.442 3.442
6 5 912 9977 2657 1.696 1.696
1 2 882 9978 2656 4.614 4.614
1 3 1448 9978 2656 4.701 4.701
2 3 906 9978 2656 2.595 2.595
3 4 921 9978 2656 5.752 5.752
4 5 850 9978 2656 2.751 2.751
1 2 906 9979 4054 4.000 4.000
1 3 883 9979 4054 6.047 6.047
3 5 880 9979 4054 6.097 6.097
1 1 921 9980 1913 4.923 4.923
1 4 850 9980 1913 1.050 1.050
3 5 881 9980 1913 1.871 1.871
4 5 928 9980 1913 4.419 4.419
5 5 1432 9980 1913 3.814 3.814
1 2 912 9981 7000 5.921 5.921
1 4 1433 9981 7000 0.681 6.965
1 2 257 9982 6999 5.284 5.284
1 2 257 9983 6998 3.775 3.775
1 1 849 9984 6997 0.725 7.008
1 4 850 9984 6997 5.255 5.255
2 5 881 9984 6997 0.392 6.675
3 3 910 9984 6997 3.019 3.019
4 4 853 9984 6997 4.991 4.991
4 4 912 9984 6997 1.778 8.061
5 3 1447 9984 6997 0.306 6.590
1 2 259 9985 6996 4.632 4.632
1 2 811 9986 6995 2.857 2.857
1 2 850 9987 6994 4.723 4.723
2 4 851 9987 6994 1.606 1.606
1 2 259 9988 6993 3.115 3.115
1 1 1449 9989 6992 0.540 6.823
2 5 829 9989 6992 5.416 5.416
2 4 813 9989 6992 2.938 2.938
1 2 1439 9990 4053 0.893 0.893
2 5 1433 9990 4053 0.608 0.608
1 2 811 9991 6991 5.510 5.510
2 5 812 9991 6991 4.111 4.111
2 4 813 9991 6991 4.639 4.639
1 2 257 9992 6990 5.452 5.452
2 5 1434 9992 6990 2.735 2.735
1 2 757 9993 6989 3.092 3.092
2 5 829 9993 6989 1.916 1.916
2 4 813 9993 6989 3.766 3.766
1 2 1443 9994 6987 3.229 3.229
1 2 880 9994 6987 0.302 6.585
1 2 257 9995 6986 5.450 5.450
1 2 757 9996 6985 1.762 1.762
2 5 829 9996 6985 0.413 0.413
2 4 813 9996 6985 5.762 -0.521
1 2 757 9997 6984 2.244 2.244
2 5 829 9997 6984 1.581 1.581
2 4 813 9997 6984 5.439 -0.844
2 2 1438 9998 6983 4.344 4.344
2 4 1444 9998 6983 2.176 2.176
3 4 928 9998 6983 0.346 6.629
4 5 1432 9998 6983 5.007 5.007
5 4 1447 9998 6983 5.771 5.771
1 2 757 9999 6982 1.950 1.950
2 5 829 9999 6982 2.756 2.756
2 4 812 9999 6982 2.634 2.634
1 2 850 10000 6981 2.350 2.350
2 4 939 10000 6981 5.713 -0.570
3 5 928 10000 6981 3.629 3.629
1 2 880 10001 2655 0.701 6.984
1 4 909 10001 2655 4.206 4.206
2 4 852 10001 2655 4.248 4.248
3 4 853 10001 2655 5.511 5.511
4 4 912 10001 2655 0.213 6.496
4 3 913 10001 2655 5.191 5.191
1 1 928 10002 6980 3.831 10.114
2 5 912 10002 6980 4.221 4.221
2 3 1447 10002 6980 4.747 4.747
1 2 259 10003 6979 5.297 5.297
1 1 1434 10004 6978 5.045 5.045
1 2 1437 10005 6977 3.269 3.269
2 2 906 10006 6976 1.824 1.824
3 4 921 10006 6976 5.762 5.762
1 2 883 10007 6975 5.762 5.762
2 3 849 10007 6975 3.454 3.454
1 1 907 10008 6974 5.090 5.090
1 2 1439 10009 6973 3.998 3.998
2 5 1433 10009 6973 1.600 1.600
1 2 1439 10010 6972 0.744 0.744
1 3 913 10010 6972 4.042 4.042
1 2 913 10011 6971 4.454 4.454
1 2 850 10012 185 5.931 5.931
1 3 939 10012 185 5.183 5.183
2 4 927 10012 185 0.426 6.709
3 4 928 10012 185 6.005 6.005
1 2 928 10013 4052 2.077 2.077
2 5 1432 10013 4052 3.819 3.819
3 4 913 10013 4052 0.371 6.654
1 2 1450 10014 2654 3.707 3.707
1 2 850 10015 4051 3.163 3.163
2 4 939 10015 4051 4.528 -1.755
2 4 1444 10015 4051 4.431 4.431
3 4 928 10015 4051 1.903 1.903
1 2 392 10016 6969 3.619 3.619
1 1 1433 10017 4050 1.059 7.342
1 2 850 10018 6968 3.392 3.392
2 4 939 10018 6968 0.549 0.549
2 2 913 10019 6967 2.107 2.107
1 2 1450 10020 4049 1.621 1.621
1 2 912 10021 6965 2.497 2.497
2 4 913 10021 6965 2.048 2.048
1 2 850 10022 6964 1.505 1.505
1 4 939 10022 6964 2.909 2.909
2 4 1444 10022 6964 2.365 2.365
1 2 425 10023 6963 4.375 4.375
1 2 850 10024 4048 2.654 2.654
1 4 939 10024 4048 1.409 1.409
2 4 927 10024 4048 0.610 0.610
1 2 928 10025 4047 4.039 4.039
2 5 1432 10025 4047 5.701 5.701
3 4 913 10025 4047 2.800 2.800
